env_code	pop_code	line_code	Prd_trait_mean	Prd_trait_kPara	Obs_trait	Line_mean
IA13	1	E224	1717.253	1724.182	1762.5261	1734.317
IA14	1	E224	1517.107	1501.795	1485.2088	1780.537
KS11	1	E224	2077.051	2112.512	1920	1708.072
KS12	1	E224	2133.028	2082.686	2151.57	1669.477
PR11	1	E224	1529.82	1493.844	1464.7108	1783.953
PR12	1	E224	1486.287	1506.209	1459.9614	1784.745
PR14S	1	E224	1753.265	1783.173	1924.4532	1707.33
IA13	1	E225	1818.687	1828.533	1820.0769	1842.123
IA14	1	E225	1501.837	1489.999	1579.9387	1882.146
KS11	1	E225	2294.854	2326.542	2108.46	1794.059
KS12	1	E225	2235.99	2170.645	2534.6795	1723.023
PR11	1	E225	1521.943	1479.588	1546.5041	1887.719
PR12	1	E225	1481.005	1520.86	1481.7672	1898.508
PR14S	1	E225	1909.96	1951.176	1801.39	1845.238
IA13	1	E226	1870.206	1878.281	1966.98	1889.465
IA14	1	E226	1640.104	1630.397	1645.4103	1943.06
KS11	1	E226	2301.898	2332.405	2066.75	1872.836
KS12	1	E226	2259.209	2201.3	2441.4073	1810.394
PR11	1	E226	1629.348	1591.782	1692.7	1935.178
PR12	1	E226	1644.267	1672.708	1523.302	1963.411
PR14S	1	E226	1941.943	1975.04	1967.2189	1889.425
IA13	1	E227	1769.206	1776.679	1782.6801	1787.175
IA14	1	E227	1565.986	1556.62	1485.2088	1836.754
KS11	1	E227	2121.167	2147.431	2022	1747.289
KS12	1	E227	2151.216	2095.047	2267.01	1706.454
PR11	1	E227	1523.248	1484.771	1618.8141	1814.486
PR12	1	E227	1512.115	1540.031	1512.9183	1832.136
PR14S	1	E227	1830.731	1862.376	1817.1	1781.439
IA13	1	E229	1963.656	1973.679	2036.4	1988.842
IA14	1	E229	1657.201	1627.082	1654.52	2052.489
KS11	1	E229	2316.889	2358.52	2613.76	1892.616
KS12	1	E229	2817.034	2711.348	2396.8849	1928.762
PR11	1	E229	1699.927	1641.487	1558.42	2068.506
PR12	1	E229	1609.376	1633.057	1617.45	2058.667
PR14S	1	E229	2048.294	2095.663	2092.02	1979.572
IA13	1	E23	1899.37	1909.396	1924.2301	1924.081
IA14	1	E23	1570.926	1546.679	1645.4103	1970.551
KS11	1	E23	2329.727	2371.523	2354.6914	1852.338
KS12	1	E23	2557.042	2472.532	2469.9857	1833.122
PR11	1	E23	1631.618	1580.939	1500.2731	1994.741
PR12	1	E23	1548.447	1578.125	1544.0694	1987.441
PR14S	1	E23	1973.886	2018.768	2030.0583	1906.443
IA13	1	E230	1555.464	1559.579	1682.13	1565.138
IA14	1	E230	1452.915	1449.717	1450.9142	1603.674
KS11	1	E230	1841.652	1861.41	1548.96	1587.333
KS12	1	E230	1669.684	1654.976	1932.05	1523.484
PR11	1	E230	1467.549	1453.876	1418.87	1609.014
PR12	1	E230	1433.946	1451.508	1438.5017	1605.742
PR14S	1	E230	1604.895	1621.196	1601.53	1578.571
IA13	1	E231	2310.718	2327.553	2172.79	2353.771
IA14	1	E231	1719.13	1657.207	1819.28	2412.689
KS11	1	E231	3060.408	3164.71	3032.83	2210.431
KS12	1	E231	3697.398	3542.275	3050.9	2207.419
PR11	1	E231	1861.327	1758.461	1464.7108	2471.784
PR12	1	E231	1742.569	1767.687	1502.5346	2465.48
PR14S	1	E231	2287.763	2364.047	3252.37	2173.841
IA13	1	E232	2026.895	2042.068	2197.63	2063.923
IA14	1	E232	1552.593	1520.515	1672.75	2151.403
KS11	1	E232	2785.787	2853.122	2538.12	2007.175
KS12	1	E232	2924.995	2809.435	2990.34	1931.805
PR11	1	E232	1643.72	1572.248	1454.83	2187.723
PR12	1	E232	1554.293	1600.214	1439.5401	2190.272
PR14S	1	E232	2149.465	2215.133	2287.96	2048.868
IA13	1	E233	1654.409	1658.36	1725.13	1664.068
IA14	1	E233	1559.413	1552.198	1498.6389	1701.817
KS11	1	E233	1831.553	1846.821	1838.9	1645.107
KS12	1	E233	1933.882	1896.477	1872.62	1639.487
PR11	1	E233	1536.553	1514.054	1569.8172	1689.954
PR12	1	E233	1536.249	1547.746	1502.5346	1701.168
PR14S	1	E233	1694.268	1711.676	1701.9	1667.94
IA13	1	E234	1632.921	1636.973	1682.13	1642.552
IA14	1	E234	1511.233	1506.41	1538.9291	1666.419
KS11	1	E234	1837.126	1850.414	1754.43	1630.502
KS12	1	E234	1826.647	1796.921	1919.48	1602.994
PR11	1	E234	1516.055	1498.293	1534.65	1667.132
PR12	1	E234	1514.878	1529.999	1471.3834	1677.677
PR14S	1	E234	1676.666	1693.529	1636.44	1650.167
IA13	1	E235	1747.436	1755.524	1870.9098	1767.528
IA14	1	E235	1497.596	1475.458	1552.1193	1820.659
KS11	1	E235	1961.98	1982.509	2423.59	1675.414
KS12	1	E235	2489.962	2389.472	2054.91	1736.861
PR11	1	E235	1531.04	1484.924	1478.1454	1832.988
PR12	1	E235	1484.056	1504.926	1459.9614	1836.019
PR14S	1	E235	1862.486	1901.602	1636.44	1806.606
IA13	1	E237	1905.376	1919.667	1820.0769	1940.24
IA14	1	E237	1452.54	1425.414	1450.9142	2001.767
KS11	1	E237	2524.54	2579.11	2476.91	1830.768
KS12	1	E237	2712.516	2601.643	2786.79	1779.122
PR11	1	E237	1463.444	1390.183	1452.07	2001.575
PR12	1	E237	1373.466	1422.59	1428.118	2005.567
PR14S	1	E237	1997.965	2060.388	2046.64	1902.48
IA13	1	E238	1896.896	1906.533	1896.4382	1920.151
IA14	1	E238	1591.564	1575.975	1634.3785	1963.827
KS11	1	E238	2388.846	2428.811	2145.5	1878.64
KS12	1	E238	2356.899	2292.681	2566.78	1808.427
PR11	1	E238	1613.926	1569.074	1593.9205	1970.57
PR12	1	E238	1574.095	1608.038	1533.6857	1980.61
PR14S	1	E238	1958.464	1998.855	2046.64	1895.117
IA13	1	E239	2117.895	2135.278	2009.97	2160.582
IA14	1	E239	1555.925	1518.494	1579.9387	2232.254
KS11	1	E239	2850.048	2919.359	2867.16	2017.717
KS12	1	E239	3189.34	3045.653	3123.64	1974.971
PR11	1	E239	1585.813	1493.582	1535.8354	2239.605
PR12	1	E239	1483.989	1538.692	1492.1509	2246.886
PR14S	1	E239	2217.976	2294.615	2364.77	2101.449
IA13	1	E24	1859.7	1868.506	1808.8803	1881.474
IA14	1	E24	1570.61	1549.288	1594.3281	1917.233
KS11	1	E24	2211.186	2246.876	2286.5896	1801.856
KS12	1	E24	2473.36	2391.65	2315.11	1797.102
PR11	1	E24	1586.364	1536.722	1570.6074	1921.186
PR12	1	E24	1558.467	1582.399	1492.1509	1934.262
PR14S	1	E24	1903.811	1942.973	2030.0583	1844.611
IA13	1	E240	1769.037	1777.027	1885.4654	1788.133
IA14	1	E240	1527.281	1516.012	1594.5679	1836.616
KS11	1	E240	2166.617	2193.984	2031.68	1763.764
KS12	1	E240	2137.325	2085.227	2355.5514	1709.785
PR11	1	E240	1572.201	1540.535	1488.0238	1854.373
PR12	1	E240	1492.841	1525.186	1554.4531	1843.301
PR14S	1	E240	1871.187	1905.639	1704.52	1818.29
IA13	1	E241	2009.719	2025.296	1925.1016	2047.49
IA14	1	E241	1503.087	1475.754	1565.3095	2107.456
KS11	1	E241	2759.615	2823.243	2476.91	1955.522
KS12	1	E241	2802.653	2691.789	3037.64	1862.067
PR11	1	E241	1530.037	1453.649	1525.5618	2114.08
PR12	1	E241	1472.356	1525.441	1407.7	2133.724
PR14S	1	E241	2092.572	2158.476	2271.82	1989.704
IA13	1	E242	1937.814	1952.805	1910.9938	1974.497
IA14	1	E242	1468.126	1437.619	1476.5752	2046.9
KS11	1	E242	2619.96	2682.475	2503.74	1875.706
KS12	1	E242	2804.279	2689.954	2865.32	1815.443
PR11	1	E242	1500.563	1424.533	1419.67	2056.384
PR12	1	E242	1395.219	1444.326	1428.118	2054.976
PR14S	1	E242	2034.126	2099.631	2153.56	1934.07
IA13	1	E243	1673.569	1680.76	1793.8767	1690.716
IA14	1	E243	1497.102	1489.763	1415.42	1753.792
KS11	1	E243	2036.197	2060.489	1904.57	1672.267
KS12	1	E243	2014.871	1965.448	2194.76	1623.902
PR11	1	E243	1467.633	1434.65	1511.3369	1737.806
PR12	1	E243	1428.624	1458.078	1481.7672	1742.734
PR14S	1	E243	1764.33	1794.967	1636.44	1716.955
IA13	1	E244	1690.356	1696.093	1855.9062	1704.322
IA14	1	E244	1548.798	1538.055	1512.0689	1761.629
KS11	1	E244	2003.397	2030.258	1870.43	1701.902
KS12	1	E244	2060.361	2013.501	2050.85	1671.832
PR11	1	E244	1548.221	1519.302	1525.5618	1759.38
PR12	1	E244	1542.468	1558.377	1449.9238	1771.986
PR14S	1	E244	1748.495	1773.031	1817.1	1710.79
IA13	1	E245	1631.046	1635.502	1715.5	1641.451
IA14	1	E245	1530.462	1529.306	1463.1451	1683.51
KS11	1	E245	1844.744	1854.299	1788.19	1629.336
KS12	1	E245	1822.512	1789.343	1963.74	1600.078
PR11	1	E245	1485.644	1465.296	1595.8962	1661.385
PR12	1	E245	1490.21	1510.621	1502.5346	1676.945
PR14S	1	E245	1700.623	1719.189	1535.2	1671.501
IA13	1	E246	2184.687	2200.903	2071.55	2224.536
IA14	1	E246	1675.246	1641.021	1634.3785	2297.398
KS11	1	E246	2781.086	2836.479	3049.92	2061.474
KS12	1	E246	3317.062	3157.734	3005.2	2068.928
PR11	1	E246	1635.536	1540.97	1780.03	2273.123
PR12	1	E246	1628.592	1676.081	1512.9183	2317.641
PR14S	1	E246	2284.719	2356.793	2364.77	2175.666
IA13	1	E247	1791.352	1802.421	1856.802	1817.662
IA14	1	E247	1443.099	1429.934	1538.9291	1870.641
KS11	1	E247	2357.825	2395.693	2079.21	1780.594
KS12	1	E247	2247.613	2177.838	2621.19	1690.264
PR11	1	E247	1478.624	1433.13	1465.501	1882.879
PR12	1	E247	1424.053	1468.794	1418.0804	1890.782
PR14S	1	E247	1902.494	1948.623	1783.06	1829.952
IA13	1	E248	1690.707	1694.829	1797.6757	1700.767
IA14	1	E248	1599.76	1592.512	1525.499	1746.129
KS11	1	E248	1862.908	1876.768	1920	1680.379
KS12	1	E248	1989.194	1949.544	1919.48	1680.466
PR11	1	E248	1577.933	1555.416	1593.9205	1734.726
PR12	1	E248	1556.256	1569.714	1575.2206	1737.843
PR14S	1	E248	1749.718	1768.479	1670.48	1721.966
IA13	1	E25	1717.381	1722.169	1725.13	1728.719
IA14	1	E25	1583.871	1580.055	1552.1193	1757.554
KS11	1	E25	1912.562	1922.651	1929.31	1694.689
KS12	1	E25	1961.258	1920.037	2028.82	1678.104
PR11	1	E25	1546.149	1521.885	1666.63	1738.469
PR12	1	E25	1560.229	1579.856	1543.7233	1758.953
PR14S	1	E25	1772.56	1792.846	1651.71	1740.955
IA13	1	E27	1682.938	1690.884	1620.78	1702.053
IA14	1	E27	1434.176	1423.147	1426.45	1734.442
KS11	1	E27	2067.449	2097.432	1901.96	1655.19
KS12	1	E27	2020.071	1971.116	2254.48	1596.437
PR11	1	E27	1433.686	1396.757	1444.95	1731.358
PR12	1	E27	1376.004	1407.912	1448.5393	1730.76
PR14S	1	E27	1735.354	1768.925	1735.94	1682.86
IA13	1	E28	2191.696	2209.22	1993.48	2235.799
IA14	1	E28	1568.897	1514.421	1701.91	2284.394
KS11	1	E28	2830.52	2910.044	3162.22	2041.009
KS12	1	E28	3562.411	3391.059	2979.69	2071.431
PR11	1	E28	1676.518	1573.78	1444.95	2327.221
PR12	1	E28	1550.6	1590.485	1470.3451	2322.988
PR14S	1	E28	2244.807	2325.325	2655.68	2125.433
IA13	1	E29	1601.486	1605.455	1717.29	1610.874
IA14	1	E29	1543.9	1542.633	1382.09	1666.741
KS11	1	E29	1830.973	1845.821	1686.97	1615.928
KS12	1	E29	1773.438	1748.801	1911.92	1578.436
PR11	1	E29	1478.394	1458.415	1569.8172	1635.453
PR12	1	E29	1471.075	1488.351	1512.9183	1644.936
PR14S	1	E29	1655.956	1672.361	1601.53	1630.168
IA13	1	E30	1678.509	1683.952	1697.14	1691.423
IA14	1	E30	1538.454	1534.368	1463.1451	1730.422
KS11	1	E30	1911.936	1925.078	1901.96	1657.286
KS12	1	E30	1938.811	1896.317	2050.85	1632.471
PR11	1	E30	1490.149	1462.954	1607.7503	1706.321
PR12	1	E30	1483.014	1506.542	1523.302	1720.396
PR14S	1	E30	1743.358	1766.575	1601.53	1707.358
IA13	1	E31	2068.56	2085.213	1980.95	2109.983
IA14	1	E31	1519.869	1476.008	1565.3095	2179.256
KS11	1	E31	2709.114	2778.35	2939.38	1950.245
KS12	1	E31	3279.5	3123.04	2899.17	1956.946
PR11	1	E31	1573.03	1478.788	1455.74	2197.518
PR12	1	E31	1471.728	1516.067	1428.118	2202.122
PR14S	1	E31	2157.501	2232.967	2372.18	2044.778
IA13	1	E32	1846.19	1855.158	1902.2604	1867.979
IA14	1	E32	1589.467	1573.842	1552.1193	1926.336
KS11	1	E32	2250.953	2284.353	2211.4804	1816.442
KS12	1	E32	2402.064	2324.288	2378.5011	1788.605
PR11	1	E32	1568.318	1520.488	1629.878	1913.376
PR12	1	E32	1566.625	1594.779	1481.7672	1938.061
PR14S	1	E32	1918.808	1957.503	1954.1274	1859.334
IA13	1	E33	1730.084	1735.056	1782.6801	1741.925
IA14	1	E33	1611.621	1607.361	1525.499	1784.788
KS11	1	E33	2000.245	2019.282	1838.9	1732.555
KS12	1	E33	1961.26	1926.447	2086.58	1691.275
PR11	1	E33	1564.43	1538.95	1665.84	1761.398
PR12	1	E33	1582.425	1600.857	1533.3396	1783.482
PR14S	1	E33	1771.041	1791.219	1801.39	1738.806
IA13	1	E34	2038.459	2055.36	1939.2094	2080.05
IA14	1	E34	1488.033	1450.13	1525.499	2149.002
KS11	1	E34	2728.572	2795.076	2816.33	1933.863
KS12	1	E34	3116.117	2972.383	2990.34	1904.862
PR11	1	E34	1527.204	1437.064	1454.83	2160.78
PR12	1	E34	1417.878	1470.271	1438.5017	2163.501
PR14S	1	E34	2141.106	2216.283	2254.8	2027.452
IA13	1	E35	1800.837	1809.064	1771.4834	1820.702
IA14	1	E35	1532.805	1519.279	1579.9387	1852.626
KS11	1	E35	2157.936	2185.37	2125.56	1761.689
KS12	1	E35	2235.293	2171.701	2329.85	1727.641
PR11	1	E35	1547.448	1507.897	1557.9631	1856.288
PR12	1	E35	1508.987	1539.001	1512.9183	1863.796
PR14S	1	E35	1867.67	1903.191	1817.98	1812.952
IA13	1	E36	2054.846	2070.412	2088.57	2092.477
IA14	1	E36	1562.914	1536.43	1643.4917	2166.657
KS11	1	E36	2660.845	2704.817	2843.29	1966.69
KS12	1	E36	2987.305	2850.366	2983.02	1943.402
PR11	1	E36	1584.483	1507.942	1618.8141	2170.77
PR12	1	E36	1510.863	1566.989	1533.6857	2184.958
PR14S	1	E36	2222.865	2291.844	1932.56	2118.479
IA13	1	E37	1741.658	1749.417	1786.0391	1760.636
IA14	1	E37	1506.564	1490.597	1514.2273	1805.938
KS11	1	E37	2075.865	2105.359	2094.03	1709.304
KS12	1	E37	2236.675	2170.408	2194.76	1692.516
PR11	1	E37	1522.189	1482.433	1488.0238	1810.305
PR12	1	E37	1476.546	1501.155	1471.3834	1813.078
PR14S	1	E37	1810.062	1844.479	1801.39	1758.077
IA13	1	E38	1789.847	1797.869	1843.5899	1809.105
IA14	1	E38	1534.73	1522.331	1608.9573	1848.21
KS11	1	E38	2107.585	2127.991	2192.7481	1750.912
KS12	1	E38	2219.511	2155.966	2315.11	1730.518
PR11	1	E38	1572.279	1537.779	1523.191	1862.505
PR12	1	E38	1487.698	1520.662	1595.6419	1850.429
PR14S	1	E38	1900.493	1936.406	1618.98	1846.54
IA13	1	E39	1616.73	1621.116	1588.98	1627.189
IA14	1	E39	1482.728	1477.981	1474.177	1646.323
KS11	1	E39	1826.662	1841.186	1739.92	1602.033
KS12	1	E39	1803.323	1773.663	1929.1	1570.503
PR11	1	E39	1468.436	1447.472	1523.191	1638.154
PR12	1	E39	1462.491	1480.075	1460.3075	1648.635
PR14S	1	E39	1648.044	1666.215	1636.44	1619.279
IA13	1	E40	1778.667	1782.78	1682.69	1788.548
IA14	1	E40	1691.164	1688.988	1498.6389	1819.223
KS11	1	E40	1915.327	1924.052	1988.52	1737.576
KS12	1	E40	1999.06	1962.054	2018.48	1732.583
PR11	1	E40	1583.855	1556.166	1802.57	1768.568
PR12	1	E40	1599.949	1617.909	1671.44	1790.423
PR14S	1	E40	1804.534	1822.258	1751.64	1777.056
IA13	1	E41	1757.884	1765.056	1826.447	1775.081
IA14	1	E41	1550.586	1540.784	1552.1193	1820.802
KS11	1	E41	2072.769	2093.916	2064.73	1735.367
KS12	1	E41	2159.212	2099.157	2216.52	1710.069
PR11	1	E41	1541.119	1506.452	1593.9205	1813.835
PR12	1	E41	1528.416	1554.802	1502.5346	1829.066
PR14S	1	E41	1840.271	1871.236	1720.66	1792.712
IA13	1	E42	1758.714	1763.368	1757.38	1769.875
IA14	1	E42	1636.749	1631.74	1565.3095	1801.887
KS11	1	E42	1959.146	1972.874	1947.54	1738.182
KS12	1	E42	2013.676	1974.097	2050.13	1721.083
PR11	1	E42	1590.257	1564.562	1703.37	1778.877
PR12	1	E42	1603.03	1620.379	1585.5496	1798.513
PR14S	1	E42	1798.949	1818.686	1767.35	1768.213
IA13	1	E43	1971.714	1987.25	1896.4382	2009.745
IA14	1	E43	1499.654	1469.384	1426.45	2088.076
KS11	1	E43	2611.302	2669.082	2672.33	1880.43
KS12	1	E43	2902.122	2776.008	2893.85	1843.51
PR11	1	E43	1489.409	1407.074	1488.0238	2077.814
PR12	1	E43	1373.324	1426.828	1501.4962	2075.569
PR14S	1	E43	2084.164	2153.149	2076.32	1979.765
IA13	1	E44	1859.056	1867.214	1885.4654	1879.004
IA14	1	E44	1607.781	1591.117	1619.9891	1923.25
KS11	1	E44	2238.191	2272.419	2166.87	1832.103
KS12	1	E44	2363.111	2295.629	2344.61	1802.479
PR11	1	E44	1619.437	1576.887	1605.7746	1925.619
PR12	1	E44	1598.599	1622.824	1523.302	1939.364
PR14S	1	E44	1911.848	1947.13	2013.4757	1857.669
IA13	1	E45	1658.104	1662.136	1593.68	1667.839
IA14	1	E45	1535.277	1529.835	1498.6389	1683.679
KS11	1	E45	1803.289	1813.79	1855.99	1624.12
KS12	1	E45	1859.202	1828.451	1915.59	1614.187
PR11	1	E45	1516.594	1495.834	1558.7533	1673.66
PR12	1	E45	1478.669	1496.18	1575.2206	1670.915
PR14S	1	E45	1693.504	1711.429	1602.84	1666.312
IA13	1	E46	1961.446	1976.003	1938.9855	1997.282
IA14	1	E46	1502.937	1470.223	1512.0689	2068.434
KS11	1	E46	2566.092	2624.182	2636.79	1880.981
KS12	1	E46	2906.195	2781.912	2782.63	1856.674
PR11	1	E46	1535.222	1457.91	1454.83	2077.974
PR12	1	E46	1433.763	1478.606	1459.9614	2077.119
PR14S	1	E46	2062.135	2127.126	2137.41	1964.211
IA13	1	E47	1759.021	1767.03	1820.0769	1778.484
IA14	1	E47	1510.986	1495.695	1553.3184	1822.944
KS11	1	E47	2141.429	2173.626	2048.78	1740.367
KS12	1	E47	2201.377	2142.901	2284.46	1701.087
PR11	1	E47	1549.431	1512.541	1464.7108	1837.712
PR12	1	E47	1481.466	1509.066	1502.5346	1831.408
PR14S	1	E47	1832.297	1867.244	1817.1	1778.98
IA13	1	E48	1726.54	1734.333	1662.43	1745.134
IA14	1	E48	1484.424	1475.827	1475.3761	1776.31
KS11	1	E48	2071.443	2094.341	1995.24	1689.666
KS12	1	E48	2071.215	2015.699	2267.01	1644.371
PR11	1	E48	1460.41	1423.024	1558.7533	1762.414
PR12	1	E48	1439.519	1471.663	1470.3451	1777.148
PR14S	1	E48	1789.645	1822.487	1704.08	1738.192
IA13	1	E49	1664.576	1667.792	1747.3	1672.678
IA14	1	E49	1624.781	1617.564	1438.68	1724.115
KS11	1	E49	1793.509	1808.486	1867.06	1652.718
KS12	1	E49	1953.871	1919.82	1805.36	1663.001
PR11	1	E49	1566	1543.035	1606.1698	1696.2
PR12	1	E49	1543.319	1551.742	1599.4492	1697.32
PR14S	1	E49	1699.321	1714.579	1719.35	1677.336
IA13	1	E5	1862.689	1872.48	1896.7313	1886.502
IA14	1	E5	1556.981	1538.414	1594.3281	1936.902
KS11	1	E5	2289.687	2325.174	2281.3052	1822.406
KS12	1	E5	2433.432	2355.256	2469.9615	1790.963
PR11	1	E5	1586.117	1538.599	1535.4403	1946.717
PR12	1	E5	1516.34	1550.116	1544.0694	1945.279
PR14S	1	E5	1952.449	1995.579	1893.9063	1886.973
IA13	1	E50	1998.34	2013.204	1949.0606	2035.083
IA14	1	E50	1532.195	1497.201	1512.0689	2107.915
KS11	1	E50	2540.306	2594.115	2833.33	1887.705
KS12	1	E50	3056.8	2915.482	2755.62	1900.656
PR11	1	E50	1544.269	1460.81	1511.3369	2108.037
PR12	1	E50	1448.063	1492.557	1492.1509	2111.234
PR14S	1	E50	2109.736	2177.485	2105.99	2008.928
IA13	1	E51	1788.256	1797.482	1843.5899	1810.59
IA14	1	E51	1485.003	1467.73	1594.5679	1852.094
KS11	1	E51	2180.267	2210.302	2206.7083	1750.07
KS12	1	E51	2331.201	2254.134	2356.8076	1725.054
PR11	1	E51	1534.795	1492.076	1478.1454	1871.498
PR12	1	E51	1481.415	1513.184	1459.9614	1874.528
PR14S	1	E51	1884.95	1925.556	1767.35	1823.297
IA13	1	E52	1910.219	1918.595	2090.81	1930.151
IA14	1	E52	1678.795	1668.669	1704.41	1994.551
KS11	1	E52	2274.293	2294.834	2307.3976	1894.053
KS12	1	E52	2401.824	2326.417	2443.0983	1871.437
PR11	1	E52	1672.387	1633.724	1740.52	1988.533
PR12	1	E52	1671.525	1702.6	1602.4222	2011.549
PR14S	1	E52	2036.916	2073.234	1783.06	1981.443
IA13	1	E53	1867.348	1881.256	1725.13	1901.393
IA14	1	E53	1435.322	1408.648	1362.9	1961.765
KS11	1	E53	2458.205	2512.729	2429.24	1784.042
KS12	1	E53	2660.877	2552.821	2709.17	1737.387
PR11	1	E53	1416.433	1341.738	1444.95	1948.09
PR12	1	E53	1327.722	1375.386	1418.0804	1952.568
PR14S	1	E53	1941.336	2002.229	2044.02	1848.245
IA13	1	E54	2082.514	2099.941	1897.7817	2125.429
IA14	1	E54	1487.303	1447.264	1581.1378	2178.203
KS11	1	E54	2754.641	2820.02	2931.07	1953.214
KS12	1	E54	3187.532	3038.345	3050.9	1933.243
PR11	1	E54	1547.281	1454.928	1454.83	2199.254
PR12	1	E54	1416.186	1471.493	1481.7672	2194.765
PR14S	1	E54	2183.87	2261.905	2252.87	2066.248
IA13	1	E55	1711.431	1716.165	1709.9	1722.877
IA14	1	E55	1571.953	1564.654	1552.1193	1749.173
KS11	1	E55	1935.131	1953.129	1869.43	1696.288
KS12	1	E55	1963.465	1927.501	2018.48	1671.447
PR11	1	E55	1560.505	1536.278	1593.9205	1742.206
PR12	1	E55	1551.96	1568.407	1533.3396	1752.303
PR14S	1	E55	1744.125	1764.213	1769.97	1712.865
IA13	1	E56	1794.705	1801.798	1855.9062	1811.653
IA14	1	E56	1573.459	1563.655	1634.3785	1848.575
KS11	1	E56	2075.294	2091.672	2152.91	1762.153
KS12	1	E56	2197.041	2134.588	2239.23	1747.766
PR11	1	E56	1584.914	1552.391	1618.8141	1851.169
PR12	1	E56	1562.321	1589.633	1554.107	1861.953
PR14S	1	E56	1889.893	1921.022	1670.48	1842.558
IA13	1	E57	1668.003	1673.678	1682.13	1681.746
IA14	1	E57	1504.325	1495.277	1475.3761	1716.205
KS11	1	E57	1876.964	1892.043	1980.88	1631.954
KS12	1	E57	2039.523	1984.279	1980.38	1632.038
PR11	1	E57	1478.887	1447.761	1557.9631	1702.441
PR12	1	E57	1477.332	1496.824	1460.3075	1718.717
PR14S	1	E57	1727.563	1752.719	1635.57	1689.506
IA13	1	E58	1809.623	1816.807	1910.9938	1826.349
IA14	1	E58	1611.312	1608.39	1619.9891	1874.849
KS11	1	E58	2129.915	2141.973	2094.17	1795.819
KS12	1	E58	2139.691	2079.31	2316.63	1758.742
PR11	1	E58	1568.847	1536.702	1753.16	1852.654
PR12	1	E58	1610.651	1641.505	1523.302	1890.964
PR14S	1	E58	1916.573	1946.253	1650.84	1869.707
IA13	1	E59	1647.526	1651.129	1654.14	1656.385
IA14	1	E59	1554.653	1547.759	1487.607	1684.141
KS11	1	E59	1828.408	1846.065	1757.73	1639.12
KS12	1	E59	1861.372	1834.639	1870.69	1620.294
PR11	1	E59	1535.501	1515.109	1547.6895	1674.127
PR12	1	E59	1519.985	1531.035	1522.9559	1678.249
PR14S	1	E59	1664.017	1679.514	1751.64	1640.135
IA13	1	E6	1873.616	1883.098	1861.2806	1896.85
IA14	1	E6	1577.659	1557.955	1579.9387	1943.74
KS11	1	E6	2251.435	2285.381	2340.1851	1817.032
KS12	1	E6	2473.649	2392.408	2417.4672	1804.152
PR11	1	E6	1592.553	1543.166	1559.5436	1947.139
PR12	1	E6	1520.275	1551.837	1575.2206	1944.526
PR14S	1	E6	1952.839	1995.364	1908.7433	1888.939
IA13	1	E60	1904.201	1919.009	1808.8803	1940.742
IA14	1	E60	1448.956	1416.121	1372.01	2013.553
KS11	1	E60	2439.824	2492.181	2722.95	1788.397
KS12	1	E60	2900.078	2766.945	2695.67	1792.943
PR11	1	E60	1443.216	1360.907	1419.67	2005.61
PR12	1	E60	1311.397	1360.137	1481.7672	1995.26
PR14S	1	E60	2017.426	2085.083	1952.3818	1916.825
IA13	1	E61	1988.793	2004.906	1783.1279	2028.864
IA14	1	E61	1469.422	1429.408	1403.19	2092.187
KS11	1	E61	2594.272	2660.598	2811.37	1857.49
KS12	1	E61	3099.629	2955.236	2815.99	1856.72
PR11	1	E61	1471.585	1377.847	1432.31	2087.333
PR12	1	E61	1354.726	1401.766	1438.5017	2086.301
PR14S	1	E61	2056.621	2129.532	2271.82	1947.415
IA13	1	E62	1768.637	1776.646	1672.95	1788.294
IA14	1	E62	1493.725	1476.292	1538.9291	1810.631
KS11	1	E62	2106.266	2138.439	2094.65	1718.011
KS12	1	E62	2239.431	2175.572	2240.42	1693.716
PR11	1	E62	1518.713	1476.914	1488.0238	1819.115
PR12	1	E62	1471.117	1496.612	1470.3451	1822.062
PR14S	1	E62	1804.509	1839.563	1897.3973	1750.886
IA13	1	E63	1926.088	1940.881	1807.0888	1962.395
IA14	1	E63	1470.629	1440.774	1392.16	2031.55
KS11	1	E63	2528.864	2585.422	2591.71	1831.625
KS12	1	E63	2823.775	2702.615	2786.79	1799.111
PR11	1	E63	1454.998	1374.616	1467.0816	2019.063
PR12	1	E63	1351.923	1401.567	1460.3075	2020.192
PR14S	1	E63	2016.968	2082.602	2076.32	1917.523
IA13	1	E64	1803.802	1815.944	1808.8803	1833.543
IA14	1	E64	1460.693	1437.493	1342.51	1911.271
KS11	1	E64	2335.502	2384.036	2315.0187	1749.186
KS12	1	E64	2541.655	2443.951	2531.37	1713.128
PR11	1	E64	1432.766	1367.312	1444.95	1894.198
PR12	1	E64	1353.317	1393.871	1428.118	1897.003
PR14S	1	E64	1893.111	1946.706	1939.2903	1811.808
IA13	1	E65	1818.562	1827.018	1831.2736	1839.156
IA14	1	E65	1553.127	1536.879	1579.9387	1881.045
KS11	1	E65	2168.634	2197.786	2211.6703	1775.756
KS12	1	E65	2364.989	2287.319	2293.61	1762.1
PR11	1	E65	1554.367	1509.348	1595.5011	1878.451
PR12	1	E65	1551.575	1577.458	1460.3075	1900.983
PR14S	1	E65	1885.105	1922.02	1893.9063	1828.717
IA13	1	E66	1775.585	1788.153	1966.98	1804.451
IA14	1	E66	1431.7	1431.966	1461.946	1888.623
