env_code	DL	GDD	PTT	PTR	PTS
KS12	12.82	12.5	160.25	0.975039002	513601.25
KS12	12.77	10.55	134.7235	0.826155051	416685.5048
KS12	12.73	12.5	159.125	0.981932443	506415.3125
KS12	12.68	13.5	171.18	1.06466877	551322.8496
KS12	12.65	13.5	170.775	1.067193676	548717.1525
KS12	12.6	12.5	157.5	0.992063492	496125
KS12	12.57	16	201.12	1.272871917	667412.6976
KS12	12.52	12.95	162.134	1.034345048	511133.2718
KS12	12.48	3.95	49.296	0.31650641	132763.1985
KS12	12.43	0	0	0	0
